Gouache and casein on paper
Oil on canvas
Oil on canvas
Oil on canvas mounted on board
Oil on canvas
Oil on canvas
Oil on canvas
Appliqud found knitted and crocheted fabric, metal armature, and painted metal and wood toys
Oil on canvas
Oil on canvas
Oil on canvas
Oil on canvas
Oil on canvas
Steel
Oil on canvas
Oil on canvas
Oil on canvas
Oil on canvas
Oil on canvas
Oil on canvas
Oil on canvas
Oil on canvas
Oil on canvas
Oil on canvas
Oil on canvas
Watercolor, gouache, pencil, and ink on paper
Oil on canvas
Oil on canvas
Oil on canvas
Oil on canvas
Oil on canvas
Oil on canvas
Italian marble tiles
Watercolor and pencil on paper
Wood
Oil on panel
Oil on panel
Oil on canvas
Oil on canvas
Glass
Porcelain enamel on steel
Bronze
Oil and pencil on wood and plaster
Acrylic and collage on canvas
Mixed media collage on paper
Oil on canvas
Oil on canvas
Native stone
Painted fiberglass and bronze
Oil on canvas mounted on board
Oil on canvas
Oil on canvas
Oil on canvas
Ink and pencil on paper
Oil on canvas
Oil on canvas
Oil on canvas
20,736 thread spools, hanging apparatus, ball chain, viewing sphere, and stand
Oil on canvas
Screen print on paper
Oil on canvas
Oil on canvas
Wood veneer, pyrography, and shellac
Oil on canvas
Stone, concrete, stainless steel, and LED lighting
Oil on canvas
Oil on canvas
Wool tapestry and felt
Synthetic polymer and screen print on canvas
Oil on canvas
Oil on canvas
Oil on canvas
