2 janvier 1983
3 septembre 1979
21 janvier 1983
6 mai 1983
18 octobre 1983
22 avril 1987
14 octobre 1986
26 juillet 1981
12 mai 1988
27 aot 1981
22 septembre 1984
8 septembre 1992
4 mai 1985
29 mai 1985
23 juillet 1987
9 septembre 1991
25 juillet 1988
24 mars 1987
9 aot 1988
3 octobre 1983
25 juillet 1986
20 mars 1987
5 fvrier 1992
2 novembre 1982
14 avril 1992
25 fvrier 1990
10 mai 1988
20 juin 1985
24 mars 1984
28 aot 1992
11 avril 1986
4 juin 1984
27 mars 1990
9 septembre 1987
17 aot 1992
23 mars 1986
29 mai 1983
8 aot 1991
28 novembre 1985
20 mai 1986
12 novembre 1988
12 mai 1996
23 mars 1989
20 janvier 1982
10 mars 1981
22 janvier 1992
27 octobre 1984
14 mai 1993
8 janvier 1979
2 dcembre 1981
1 mai 1982
5 juillet 1989
29 avril 1989
18 mars 1985
10 janvier 1992
5 fvrier 1986
25 fvrier 1989
2 fvrier 1989
10 mars 1988
9 septembre 1985
16 octobre 1992
6 mai 1994
20 dcembre 1983
23 avril 1987
21 septembre 1993
25 fvrier 1983
14 septembre 1979
21 mai 1986
27 aot 1985
18 septembre 1982
13 juillet 1985
26 janvier 1981
28 septembre 1986
2 avril 1980
19 septembre 1992
20 octobre 1981
17 janvier 1988
12 avril 1989
25 juin 1988
6 mars 1986
13 fvrier 1979
29 mars 1990
19 avril 1990
28 aot 1990
11 fvrier 1990
14 mars 1988
21 juillet 1989
8 mars 1991
11 mai 1989
1 juin 1988
12 janvier 1984
5 mai 1991
12 juin 1981
8 avril 1992
22 aot 1988
13 aot 1984
28 juillet 1992
10 septembre 1987
29 juin 1991
27 juin 1988
15 aot 1989
14 juin 1992
8 avril 1987
15 mai 1989
3 juillet 1988
11 fvrier 1980
4 aot 1985
25 septembre 1992
11 janvier 1983
3 aot 1984
8 janvier 1989
10 dcembre 1991
2 juin 1993
4 fvrier 1991
6 dcembre 1979
13 avril 1983
22 juin 1988
9 mai 1981
18 juillet 1988
3 aot 1987
29 aot 1985
3 juin 1983
3 novembre 1990
22 mai 1987
21 fvrier 1987
17 avril 1989
27 janvier 1986
8 octobre 1990
11 fvrier 1986
3 juin 1984
3 octobre 1983
22 fvrier 1985
30 dcembre 1986
12 juin 1988
19 dcembre 1988
20 novembre 1989
1 aot 1980
4 fvrier 1984
7 novembre 1990
20 mai 1981
31 aot 1982
28 aot 1989
2 fvrier 1987
21 mars 1989
9 janvier 1985
4 septembre 1985
30 mars 1986
11 mai 1984
4 mai 1987
8 janvier 1986
2 septembre 1988
28 avril 1988
8 janvier 1992
13 dcembre 1984
16 juillet 1988
25 novembre 1981
25 janvier 1980
3 dcembre 1981
7 octobre 1988
20 mars 1984
28 juillet 1987
22 avril 1989
3 octobre 1983
3 avril 1988
8 fvrier 1992
9 mars 1990
22 juillet 1989
15 janvier 1992
1 septembre 1983
16 fvrier 1985
5 fvrier 1992
14 fvrier 1994
23 janvier 1984
11 novembre 1990
13 septembre 1987
27 juin 1991
5 janvier 1990
13 fvrier 1994
13 novembre 1984
9 juin 1984
22 juillet 1980
24 novembre 1987
12 aot 1983
6 aot 1983
1 septembre 1989
31 aot 1988
21 juin 1971
22 mai 1985
30 septembre 1986
28 fvrier 1993
14 dcembre 1985
13 janvier 1976
2 novembre 1986
13 janvier 1992
6 janvier 1985
25 juillet 1990
7 septembre 1988
6 fvrier 1986
30 juin 1986
12 juillet 1991
18 janvier 1993
26 mai 1988
19 mai 1990
22 janvier 1986
8 septembre 1986
3 octobre 1986
28 mai 1985
30 dcembre 1979
5 juin 1993
29 octobre 1988
2 avril 1983
17 octobre 1986
14 dcembre 1980
11 octobre 1992
19 mars 1981
21 dcembre 1986
24 dcembre 1992
13 janvier 1985
21 juin 1986
25 fvrier 1984
28 aot 1992
7 novembre 1984
13 mai 1983
11 mars 1978
27 mai 1987
31 mars 1989
14 novembre 1990
30 novembre 1987
5 aot 1985
10 dcembre 1988
11 juillet 1985
3 juin 1986
18 mars 1994
12 octobre 1986
26 novembre 1987
27 juin 1984
14 juin 1991
5 fvrier 1981
9 juin 1988
26 aot 1981
10 juin 1985
13 fvrier 1985
13 juin 1989
21 dcembre 1990
6 mars 1977
21 juin 1979
19 dcembre 1986
26 juillet 1987
15 fvrier 1991
18 aot 1981
21 fvrier 1985
12 mars 1988
23 mai 1980
20 mars 1983
3 mars 1989
18 juin 1986
27 mars 1988
14 fvrier 1991
12 avril 1990
28 aot 1983
21 mai 1987
24 aot 1988
25 janvier 1983
12 septembre 1986
12 novembre 1989
6 octobre 1990
13 juin 1986
18 janvier 1984
17 mars 1989
22 fvrier 1986
28 janvier 1980
4 avril 1990
16 avril 1986
3 janvier 1990
9 juin 1982
18 mai 1990
3 mai 1983
17 mars 1988
19 mai 1987
22 novembre 1989
19 dcembre 1985
23 aot 1984
11 dcembre 1984
12 juillet 1995
17 aot 1982
21 fvrier 1992
10 mai 1988
15 aot 1993
20 juin 1978
1 janvier 1992
4 janvier 1986
17 juin 1990
8 dcembre 1994
5 dcembre 1993
30 mai 1980
1 septembre 1989
26 novembre 1990
16 fvrier 1982
24 octobre 1985
8 janvier 1986
15 dcembre 1986
24 avril 1982
24 octobre 1989
8 fvrier 1988
20 juin 1984
21 juillet 1983
12 septembre 1983
16 juillet 1982
3 juin 1989
24 novembre 1984
20 septembre 1990
27 mai 1988
17 mai 1984
25 mars 1991
25 octobre 1985
14 fvrier 1987
4 octobre 1983
17 mars 1992
18 aot 1985
26 juin 1992
5 mars 1990
13 aot 1983
28 janvier 1978
10 novembre 1992
12 janvier 1987
8 mai 1981
15 fvrier 1986
14 aot 1984
12 novembre 1986
1 mai 1987
2 dcembre 1989
20 octobre 1992
7 juillet 1984
19 mai 1979
28 fvrier 1987
19 janvier 1986
24 juillet 1983
25 janvier 1985
5 novembre 1992
28 aot 1982
23 juillet 1987
12 juillet 1982
20 fvrier 1990
4 juin 1991
12 aot 1990
16 juin 1986
25 mars 1983
22 janvier 1982
16 fvrier 1986
2 novembre 1980
19 novembre 1984
20 janvier 1995
7 avril 1987
8 juin 1984
7 octobre 1990
29 octobre 1984
28 novembre 1985
30 septembre 1985
18 mai 1980
1 janvier 1982
2 dcembre 1990
21 mars 1989
23 juillet 1984
8 aot 1990
12 octobre 1986
19 mai 1979
14 fvrier 1987
24 janvier 1987
8 septembre 1988
5 juin 1987
16 dcembre 1985
5 mai 1988
24 mars 1985
28 septembre 1981
8 juillet 1987
10 dcembre 1982
11 aot 1979
4 aot 1985
19 avril 1995
9 avril 1985
15 mars 1979
15 fvrier 1990
1 septembre 1989
14 juin 1989
20 octobre 1983
23 avril 1987
20 janvier 1991
15 mai 1982
11 avril 1989
5 septembre 1988
21 fvrier 1988
26 dcembre 1986
14 mai 1979
27 septembre 1986
14 fvrier 1983
13 fvrier 1991
10 septembre 1985
20 juillet 1993
13 fvrier 1990
28 juillet 1985
15 mai 1981
25 avril 1993
21 mars 1991
9 avril 1987
8 novembre 1989
8 mars 1990
28 septembre 1984
16 aot 1989
15 mars 1993
8 mars 1984
14 janvier 1986
19 dcembre 1987
2 janvier 1987
30 septembre 1986
3 fvrier 1980
13 septembre 1993
3 mai 1977
28 novembre 1985
10 mai 1986
8 mars 1988
26 octobre 1985
2 mai 1983
29 juillet 1984
24 mai 1982
16 mars 1993
20 novembre 1986
8 janvier 1986
5 novembre 1990
30 juillet 1989
3 novembre 1983
4 septembre 1984
25 octobre 1986
29 juillet 1984
18 juillet 1982
8 avril 1987
1 novembre 1981
16 octobre 1988
8 septembre 1983
14 novembre 1990
17 dcembre 1988
20 dcembre 1991
18 janvier 1987
8 fvrier 1991
14 fvrier 1985
16 janvier 1986
25 aot 1992
16 janvier 1984
10 juin 1983
12 avril 1986
2 septembre 1986
27 juin 1984
27 septembre 1992
22 mai 1985
12 avril 1989
19 avril 1985
10 octobre 1991
16 mars 1991
22 fvrier 1992
8 aot 1992
24 novembre 1989
26 juillet 1981
30 juillet 1983
22 fvrier 1987
10 octobre 1986
21 fvrier 1989
27 juin 1980
3 avril 1984
20 mars 1990
20 dcembre 1980
16 janvier 1985
14 fvrier 1988
10 avril 1986
22 fvrier 1986
10 avril 1986
8 juin 1984
30 janvier 1986
2 janvier 1981
12 avril 1988
3 mai 1985
10 dcembre 1987
24 juin 1987
5 fvrier 1982
2 juin 1988
13 mai 1981
20 juin 1987
15 mai 1986
6 mars 1986
18 aot 1980
24 janvier 1990
28 mars 1984
10 septembre 1992
24 octobre 1989
20 juin 1993
15 dcembre 1988
16 aot 1989
8 mars 1985
4 aot 1991
2 avril 1990
8 octobre 1984
18 janvier 1986
26 septembre 1985
13 fvrier 1992
5 juin 1982
17 mars 1986
17 fvrier 1990
6 aot 1984
2 mai 1988
6 janvier 1988
30 juillet 1980
10 octobre 1982
6 septembre 1981
22 janvier 1984
16 septembre 1986
3 fvrier 1982
26 fvrier 1987
6 septembre 1983
1 fvrier 1987
6 mars 1983
5 juillet 1986
23 septembre 1991
25 fvrier 1990
12 juillet 1983
7 octobre 1980
14 septembre 1983
9 juin 1984
1 fvrier 1989
11 aot 1993
3 avril 1990
20 septembre 1987
8 avril 1984
28 novembre 1984
29 aot 1982
16 juillet 1989
18 octobre 1988
16 aot 1990
6 septembre 1980
14 septembre 1990
17 octobre 1993
5 mars 1990
20 janvier 1988
22 avril 1987
24 dcembre 1992
25 dcembre 1992
12 dcembre 1992
25 septembre 1990
12 dcembre 1990
14 octobre 1992
10 mai 1987
2 fvrier 1990
15 juillet 1981
12 octobre 1981
17 septembre 1991
27 mars 1986
6 aot 1980
12 fvrier 1989
29 fvrier 1988
12 mai 1992
3 septembre 1988
19 juillet 1988
16 dcembre 1988
29 septembre 1984
11 novembre 1983
6 novembre 1990
1 aot 1984
12 fvrier 1991
20 septembre 1993
3 juin 1992
19 janvier 1994
15 octobre 1988
4 avril 1987
13 septembre 1989
4 janvier 1990
4 juin 1985
9 juin 1978
17 avril 1992
9 septembre 1984
17 juin 1979
6 mars 1979
24 mai 1982
9 juillet 1993
11 dcembre 1987
11 juillet 1985
28 janvier 1993
11 fvrier 1987
11 octobre 1988
29 mars 1990
29 avril 1987
8 novembre 1981
18 aot 1986
3 novembre 1981
6 juin 1995
23 avril 1982
31 juillet 1987
2 octobre 1990
10 novembre 1990
28 janvier 1983
9 mars 1983
6 novembre 1989
12 dcembre 1987
6 avril 1985
28 septembre 1989
18 octobre 1990
24 juin 1986
23 avril 1987
13 juillet 1990
18 dcembre 1992
1 juin 1989
5 janvier 1992
13 dcembre 1987
17 dcembre 1989
10 janvier 1992
2 dcembre 1990
9 dcembre 1988
3 dcembre 1982
31 dcembre 1989
27 aot 1984
25 juillet 1990
22 novembre 1985
11 septembre 1991
6 mars 1987
19 septembre 1991
1 mai 1982
19 septembre 1982
15 fvrier 1988
10 septembre 1990
27 novembre 1981
11 mars 1988
25 fvrier 1984
26 mai 1988
26 fvrier 1983
16 mai 1981
8 septembre 1986
11 mai 1986
17 novembre 1986
17 mai 1993
17 mars 1983
27 janvier 1985
2 fvrier 1985
24 janvier 1986
7 avril 1992
5 fvrier 1985
22 dcembre 1987
2 aot 1982
23 mai 1984
9 janvier 1985
19 mars 1985
25 avril 1986
22 octobre 1991
15 mai 1985
9 octobre 1984
1 janvier 1989
1 fvrier 1991
5 mars 1988
7 octobre 1982
2 septembre 1986
31 janvier 1987
14 mai 1984
15 mai 1984
30 aot 1983
24 novembre 1994
21 fvrier 1991
29 fvrier 1992
26 dcembre 1989
8 fvrier 1990
25 novembre 1987
18 juin 1988
20 avril 1990
11 aot 1985
6 aot 1988
11 mai 1992
24 octobre 1987
7 fvrier 1978
24 avril 1987
5 aot 1985
20 mars 1985
14 novembre 1985
2 mars 1989
10 avril 1986
5 fvrier 1995
12 janvier 1989
7 janvier 1991
28 juin 1991
5 octobre 1987
22 novembre 1987
16 juillet 1987
2 octobre 1989
15 avril 1988
18 avril 1995
6 mai 1987
13 mai 1993
4 janvier 1985
30 septembre 1990
2 avril 1989
12 aot 1989
27 juin 1989
12 septembre 1985
27 fvrier 1990
8 juillet 1981
24 dcembre 1986
16 janvier 1987
13 fvrier 1990
2 mars 1985
19 avril 1990
24 janvier 1989
6 octobre 1989
27 fvrier 1989
2 juillet 1988
10 mars 1989
28 mai 1991
14 avril 1988
11 avril 1985
10 juillet 1985
8 juillet 1992
8 avril 1986
19 septembre 1980
26 mai 1990
16 novembre 1986
24 mars 1989
9 fvrier 1984
22 janvier 1987
27 avril 1991
14 juillet 1979
20 juin 1982
22 mai 1987
17 juin 1990
27 janvier 1987
17 mai 1984
29 juillet 1990
25 janvier 1993
22 avril 1986
27 novembre 1982
19 mars 1991
19 juillet 1984
18 fvrier 1989
14 juillet 1991
20 aot 1983
